Reference Type,Author,Year,Chapter Title,Book Editor,Book Title,Place Published,Publisher,Volume,Number of Volumes,Page Range,Chapter Number,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Chapter,"Bushnell, Amy Turner",2009,'Gastos de indios': The Crown and the Chiefdom-Presidio Compact in Florida,"Bernabéu Albert, Salvador","El gran norte mexicano: Indios, misioneros y pobladores entre el mito y la historia",Seville,Consejo Superior de Investigaciones Científicas,,,137–164,,,,9788400088460|8400088468,,,http://worldcat.org/oclc/464747893,,,18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Native Americans|Foreign Missions -- Politics,North America -- USA -- Florida,,,,,,,English,CULL|REVIEW
Book Chapter,"Butaye, Daniël",2011,"Boone, Jean Baptiste (1794–1871)","Maton, Jef",Nationaal biografisch woordenboek,Brussels,Paleis der Academiën,20,,80–86,,,,,,,,,,19th century,Biography,Europe -- Belgium,"Boone, Jean Baptiste, 1794–1871",,,,,,Dutch,CULL|REVIEW
Book Chapter,"Butcher, Beverly J.",2010,The Jesuits Establish Missions in Mainland China: 1580–1610,,"Chinese and Chinese American Ancestor Veneration in the Catholic Church, 635 A.D. to the Present","Lewiston, NY",Edwin Mellen Press,,,61–100,,,,9780773436244|0773436243,,,http://worldcat.org/oclc/817560857,,,16th century|17th century,Foreign Missions -- History -- Regional,Asia -- China,"Ricci, Matteo, 1552–1610|Valignano, Alessandro, 1538–1606|Ruggieri, Michele, 1543–1607",,Appendix has selections in Chinese with English translations.,,,,English,KEEP|REVIEW
Book Chapter,"Butcher, Beverly J.",2010,Catholic Missions in Mainland China: 1610–1722,,"Chinese and Chinese American Ancestor Veneration in the Catholic Church, 635 A.D. to the Present","Lewiston, NY",Edwin Mellon Press,,,101–144,,,,9780773436244|0773436243,,,http://worldcat.org/oclc/817560857,,,17th century|18th century,Foreign Missions -- History -- Regional,Asia -- China,"Ricci, Matteo, 1552–1610|Valignano, Alessandro, 1538–1606|Ruggieri, Michele, 1543–1607|Verbiest, Ferdinand, 1623–1688|Bouvet, Joachim, 1656–1730|Gerbillon, Jean-François, 1654–1707|Pereira, Tomás, 1645–1708|Tachard, Guy, 1651–1712|Visdelou, Claude de, 1656–1737|Le Comte, Louis, 1655–1728",,Appendix has selections in Chinese with English translations.,,,,English,CULL|REVIEW
Book Chapter,"Butterwick-Pawlikowski, Richard",2015,"Before and after Suppression: Jesuits and Former Jesuits in the Polish-Lithuanian Commonwealth, c.1750–1795","Maryks, Robert A.|Wright, Jonathan","Jesuit Survival and Restoration: A Global History, 1773–1900",Leiden; Boston,Brill,,,49–66,3,,,9789004282384|9789004283879,10.1163/9789004283879_005,,www.worldcat.org/oclc/889167553,http://booksandjournals.brillonline.com/content/books/b9789004283879_005,,18th century,History -- Regional -- Suppression,Europe -- Lithuania|Europe -- Poland,,,,,,,English,KEEP|REVIEW
Book Chapter,"Büttgen, Philippe",2008,Le contraire des pratiques: Commentaires sur la doctrine de Michel de Certeau,"Büttgen, Philippe|Jouhaud, Christian",Lire Michel de Certeau: La formalité des pratiques,Frankfurt am Main,Vittorio Klostermann,,,69–98,,,,9783465040477|3465040473|3465040201|9783465040200,,,http://worldcat.org/oclc/244799170,,,20th century,Social Studies -- Practices|Sociology -- Mysticism|Sociology -- Daily Life,,"Certeau, Michel de, 1925–1986",,,,,,French,CULL|REVIEW
Book Chapter,"Butz, Herbert",2007,Matteo Ricci: Europa am Hofe der Ming' im Berliner Museum für Ostasiatische Kunst; Zu einer Ausstellung und einem Symposium in Dahlem,"Butz, Herbert|Cristin, Renato",Philosophie und Spiritualität bei Matteo Ricci,Berlin,Parerga,,,9–12,,,,9783937262673|3937262679,,,http://worldcat.org/oclc/228503803,,,16th century|17th century,Foreign Missions -- Arts |Foreign Missions -- Philosophy|Foreign Missions -- Intercultural Dialogue|Foreign Missions -- Spirituality,Asia -- China,"Ricci, Matteo, 1552–1610",,|Type of Work:  Conference publication,,,,German,CULL|REVIEW
Book Chapter,"Byrne, Patrick Hugh",2007,"The Passionateness of Being: The Legacy of Bernard Lonergan, S.J.","Bosco, Mark|Stagaman, David","Finding God in All Things: Celebrating Bernard Lonergan, John Courtney Murray, and Karl Rahner",New York,Fordham University Press,,,35–51,,,,9780823228089|0823228088,10.5422/fso/9780823228089.003.0003,,http://worldcat.org/oclc/154762617,,,20th century,Philosophy -- Theory of Knowledge|Philosophy -- Ontology|Biography -- Intellectual,,"Lonergan, Bernard J. F., 1904–1984","This chapter explicates Bernard Lonergan's use of the phrase, “the passionateness of being” and traces the import of this phrase to Lonergan's notion of the implicit and explicit paradigms that shape human ways of thinking, feeling, and judgment. Each individual has an unconscious, implicit “metaphysics” operating in one's life: one's assumptions and ideologies—inherited from parents, friends, culture, and religion—become the unconscious paradigm of one's reality. Lonergan's contribution is to propose that there is another “First Philosophy” inherent in human beings as well, one which comes from the sense of reality built into our cognitional structure. This innate, explicit metaphysics or First Philosophy has to do with reflective self-awareness, what Lonergan calls “self-appropriation”. Byrne shows how the notion of self-appropriation is connected to theology, how it becomes, in effect, the major task of theology: to self-appropriate God's self-gift of passionate, unconditional love as rendered in the Christian traditions, so as to move us to preach this passionate love and transform the world.",,,,,English,CULL|REVIEW
Book Chapter,"Byrne, Patrick Hugh",2014,"The Integral Visions of Teilhard and Lonergan: Science, the Universe, Humanity, and God","Delio, Ilia",From Teilhard to Omega: Co-creating an Unfinished Universe,"Maryknoll, NY",Orbis,,,,6,,,9781626980693|1626980691|9781626980570|1626980578,,,www.worldcat.org/oclc/859252824,,,20th century,Philosophy -- Science,,"Teilhard de Chardin, Pierre, 1881–1955|Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Chapter,"Byrne, Patrick Hugh",2014,"The Unity of Science, the Universe, and Humanity for Teilhard and Lonergan","Lawrence, Fred",The Promise of Vatican II after Fifty Years,"Chestnut Hill, MA",Boston College,,,,2,,,,,,http://worldcat.org/oclc/941197865,,,20th century|21st century,Sciences -- Epistemology|Theology -- Anthropology,,"Lonergan, Bernard J. F., 1904–1984|Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Chapter,"Cabezon, Beatriz",2009,"Production, Manufacturing, and Contemporary Activities: Cacao, Haciendas, and the Jesuits; Letters from New Spain, 1693–1751","Grivetti, Louis|Shapiro, Howard-Yana","Chocolate: History, Culture, and Heritage","Hoboken, NJ",Wiley,,,607–610,,,,9780470121658|0470121653|9780470411315|0470411317,,,http://worldcat.org/oclc/230180369,,,17th century|18th century,Foreign Missions -- Economy -- Manufacturing|Foreign Missions -- Agriculture|Foreign Missions -- Primary Sources -- Letters|Foreign Missions -- Technology|Foreign Missions -- Regional -- Social History,North America -- Mexico,,"An unparalleled, scholarly examination of chocolate, beginning with ancient pre-Columbian civilizations and ending with twenty-first-century reports.",,,,,English,KEEP|REVIEW
Book Chapter,"Cadenbach, Rainer",2007,Einige apologetische Erwägungen zur musikgeschichtlichen Relevanz von Athanasius Kirchers Phantasien zur Musiktherapie,"Engelhardt, Markus|Heinemann, Michael",Ars magna musices: Athanasius Kircher und die Universalität der Musik; Vorträge des deutsch-italienischen Symposiums aus Anlass des 400. Geburtstages von Athanasius Kircher (1602–1680),"Laaber, Germany",Laaber,,,,,,,9783890076805|3890076807,,,http://worldcat.org/oclc/164113429,,,17th century,Arts -- Music|Musicology,,"Kircher, Athanasius, 1602–1680",,|Type of Work:  Conference publication,,,,German,CULL|REVIEW
Book Chapter,"Cahill, Lisa Sowle",2008,Christ and Kingdom: The Identity of Jesus and Christian Politics,"Pope, Stephen J.",Hope and Solidarity: Jon Sobrino’s Challenge to Christian Theology,"Maryknoll, NY",Orbis,,,,17,,,9781570757655|1570757658,,,http://worldcat.org/oclc/190860050,,,20th century|21st century,Theology -- Christology|Political Thought|Identity -- Social Justice,,"Sobrino, Jon, 1938–",,,,,,English,CULL|REVIEW
Book Chapter,"Cahill, Lisa Sowle",2015,"Vatican II, Moral Theology, and Social Ethics","Faggioli, Massimo|Vicini, Andrea",The Legacy of Vatican II,New York,Paulist Press,,,,7,,,9780809149223|0809149222,,,http://worldcat.org/oclc/899487961,,,20th century,Councils -- Vatican II|Theology -- Moral|Philosophy -- Ethics|Identity -- Justice,Europe -- Vatican City,,,,,,,English,CULL|REVIEW
Book Chapter,"Calarco, Domenico",2006,Eusebio Francisco Chini (P. Kino): Un hombre de frontera,"Plazaola, Juan","Jesuítas exploradores, pioneros y geógrafos",Bilbao,Ediciones Mensajero,,,,6,,,842712743X|9788427127432,,,http://worldcat.org/oclc/69673507,,,17th century|18th century,Foreign Missions -- Biography,North America -- Mexico,"Kino, Eusebio Francisco, 1644–1711",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Caliendo, Philip",2009,"Latin and Loyola: Means, Ends and Options in Mind","Cueva, Edmund P.|Byrne, Shannon N.|Benda, Frederick Joseph",Jesuit Education and the Classics,"Newcastle upon Tyne, UK",Cambridge Scholars,,,22–40,,,,9781443805483|1443805483,,,http://worldcat.org/oclc/319210122,,,16th century,Ignatius of Loyola -- Biography|Education -- Linguistics -- Classical Languages,Europe -- Spain|Europe -- France -- Paris,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,English,CULL|REVIEW
Book Chapter,"Callado Estela, Emilio",2011,En tierra de infieles: Fray Juan Micó y la fundación Borgiana de Santa Cruz de Llombai,"García Hernán, Enrique|Ryan, María del Pilar","Francisco de Borja y su tiempo: Política, religión y cultura en la Edad Moderna",Rome; Valencia,Institutum Historicum Societatis Iesu; Albatros Ediciones,,,223–235,,,,8870413748|9788870413748|9788472742949|8472742946,,,http://www.worldcat.org/oclc/783149943,,,16th century,History -- Local|Government -- Generals|Saints and Blessed,Europe -- Spain,"Borja, Francisco de, Saint, 1510–1572",,|Type of Work:  Conference publication,,,,Spanish,CULL|REVIEW
Book Chapter,"Calles Montaño, David Jacobo",2011,"Territorio, cristianidad, y rebelión en las misiones jesuitas entre los seris, 1679–1767","Félix Gastélum, José Rómulo|Padilla Ramos, Raquel",Misiones del noroeste de México: Origen y destino 2006,"Hermosillo, Sonora",CONACULTA,,,,,,,9786077598251|6077598259,,,http://www.worldcat.org/oclc/760085906,,,17th century|18th century,Foreign Missions,North America -- Mexico,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Calloway, Colin G.",2006,Exiles and Expulsions,,The Scratch of a Pen: 1763 and the Transformation of North America,Oxford,Oxford University Press,,,150–164,,,,0195300718|9780195300710|9780195331271|0195331273,,,http://worldcat.org/oclc/61204279,,,18th century|19th century,Foreign Missions -- History -- Regional -- Expulsion|Foreign Missions -- History -- General,North America -- USA|North America -- Canada,,"From the publisher: In this superb volume in Oxford's acclaimed Pivotal Moments series, Colin Calloway reveals how the Treaty of Paris of 1763 had a profound effect on American history, setting in motion a cascade of unexpected consequences, as Indians and Europeans, settlers and frontiersmen, all struggled to adapt to new boundaries, new alignments, and new relationships. Britain now possessed a vast American empire stretching from Canada to the Florida Keys, yet the crushing costs of maintaining it would push its colonies toward rebellion. White settlers, free to pour into the West, clashed as never before with Indian tribes struggling to defend their way of life. In the Northwest, Pontiac's War brought racial conflict to its bitterest level so far. Whole ethnic groups migrated, sometimes across the continent: it was 1763 that saw many exiled settlers from Acadia in French Canada move again to Louisiana, where they would become Cajuns. Calloway unfurls this panoramic canvas with vibrant narrative skill, peopling his tale with memorable characters such as William Johnson, the Irish baronet who moved between Indian campfires and British barracks; Pontiac, the charismatic Ottawa chieftain; and James Murray, Britains first governor in Quebec, who fought to protect the religious rights of his French Catholic subjects. Most Americans know the significance of the Declaration of Independence or the Emancipation Proclamation, but not the Treaty of Paris. Yet 1763 was a year that shaped our history just as decisively as 1776 or 1862. This captivating book shows why.",,,,,English,CULL|REVIEW
Book Chapter,"Calvez, Jean-Yves",2007,"Diálogo, Cultura, Evangelio","La Bella, Gianni","Pedro Arrupe, general de la Compañía de Jesús: Nuevas aportaciones a su biografía",Bilbao; Santander,Mensajero; Sal Terrae,,,805–828,,,,8427128320|9788427128323|9788429316896|8429316892,,,http://worldcat.org/oclc/122935570,,,20th century,Generals -- Pedro Arrupe|Biography -- Intellectual,,"Arrupe, Pedro, 1907–1991",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Calvez, Jean-Yves",2009,"Dialogue, culture, Évangile","La Bella, Gianni","Pedro Arrupe, supérieur général des jésuites (1965–1983): Le gouvernement d'un prophète",Brussels,Lessius,,,271–304,,,,9782872991891|2872991891,,,http://worldcat.org/oclc/465089602,,,20th century,Generals -- Pedro Arrupe|Biography|Identity,,"Arrupe, Pedro, 1907–1991",,,,,,French,CULL|REVIEW
Book Chapter,"Camdessus, Michel",2006,"Teilhard, Globalization, and the Future of Humanity","Meynard, Thierry",Teilhard and the Future of Humanity,New York,Fordham University Press,,,71–88,,,,9780823237098|0823237095|0823226905|9780823226900,,,,http://fordham.bepress.com/relig/3,,20th century|21st century,Philosophy -- Anthropology|Philosophy -- Globalization|Philosophy -- Ethics,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Chapter,"Cameron, Euan",2007,The Counter-Reformation,"Sawyer, John F. A.",The Blackwell Companion to the Bible and Culture,Oxford,Blackwell,,,85–103,,,,1405101369|9781405101363,10.1002/9780470997000.ch7,,http://worldcat.org/oclc/62525081,,,16th century|17th century,History -- General|Controversies -- Counter-Reformation,Europe,,This chapter contains sections titled: The Historical Background; Catholic Reform and Sacred Philology; The First Response to the Protestant Reformation; The Council of Trent; After Trent; Conclusion,,,,,English,CULL|REVIEW
Book Chapter,"Campa, Cecilia",2007,"Mersenne, Kircher e la perfettibilità del salmo: Ricerche sull'intonazionae ideale","Engelhardt, Markus|Heinemann, Michael",Ars magna musices: Athanasius Kircher und die Universalität der Musik; Vorträge des deutsch-italienischen Symposiums aus Anlass des 400. Geburtstages von Athanasius Kircher (1602–1680),"Laaber, Germany",Laaber,,,,,,,9783890076805|3890076807,,,http://worldcat.org/oclc/164113429,,,17th century,Arts -- Music|Musicology,,"Kircher, Athanasius, 1602–1680",,|Type of Work:  Conference publication,,,,Italian,CULL|REVIEW
Book Chapter,"Campa Carmona, Ramón de la",2007,La Compañía de Jesús y la religiosidad popular Sevillana: la carta de hermandad con le hermandad de la Divine Pastora de Santa Marina (1824),"Soto Artuñedo, Wenceslao",Los jesuitas en Andalucía: Estudios conmemorativos del 450 aniversario de la fundación de la provincia,Granada,Universidad de Granada,,,459–472,,,,8433846000|9788433846006|9788492163281|8492163283,,,http://worldcat.org/oclc/184898179,,,19th century,History -- Local|Spirituality -- Devotion|Spirituality -- Brotherhoods,Europe -- Spain -- Andalusia -- Seville,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Campa, Pedro F.",2010,Devotion and Onomasiology: The Impresa of The Society of Jesus,"Campa, Pedro F.|Daly, Peter M.","Emblematic Images and Religious Texts: Studies in Honor of G. Richard Dimler, S.J.",Philadelphia,St. Joseph's University Press,,,1–28,,,,9780916101619|0916101614,,,http://worldcat.org/oclc/319955196,,,16th century|17th century|18th century,Arts -- Emblems|Spirituality -- Devotion,Europe,,,,,,,English,CULL|REVIEW
Book Chapter,"Campa, Pedro F.|Daly, Peter M.",2010,Some Reflections on Religious Poetry and Emblematics (1545–1600),"Campa, Pedro F.|Daly, Peter M.","Emblematic Images and Religious Texts: Studies in Honor of G. Richard Dimler, S.J.",Philadelphia,St. Joseph's University Press,,,197–215,,,,9780916101619|0916101614,,,http://worldcat.org/oclc/319955196,,,16th century,Literature -- Poetry|Arts -- Emblems,,,,,,,,English,CULL|REVIEW
Book Chapter,"Campbell, Mary Baine",2007,"The Dreaming Body: Cartesian Psychology, Enlightenment Anthropology, and the Jesuits in Nouvelle France","Wolff, Larry|Cipolloni, Marco",The Anthropology of the Enlightenment,"Stanford, CA",Stanford University Press,,,239–251,,,,9780804752022|0804752028|9780804752039|0804752036,,,http://worldcat.org/oclc/84838921,,,17th century|18th century,Foreign Missions -- Anthropology|Enlightenment,North America -- Canada -- Québec|North America -- USA,,This title presents the multiple anthropological facets of the Enlightenment and suggests that the character of its intellectual engagements must be understood as a whole to be fundamentally anthropological.,,,,,English,KEEP|REVIEW
Book Chapter,"Campbell-Johnston, Michael",2007,Arrupe y los Servicios a los Refugiados,"La Bella, Gianni","Pedro Arrupe, general de la Compañía de Jesús: Nuevas aportaciones a su biografía",Bilbao; Santander,Mensajero; Sal Terrae,,,793–804,,,,8427128320|9788427128323|9788429316896|8429316892,,,http://worldcat.org/oclc/122935570,,,20th century,Generals -- Pedro Arrupe|Social Work -- Refugees,,"Arrupe, Pedro, 1907–1991",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Campion, Edmund J.",2010,Pierre Teilhard de Chardin’s Importance in the Development of Léopold Sédar Senghor’s Concept of the 'Civilisation de l’universel',"Bottà, Giacomo|Härmänmaa, Marja","Language and the Scientific Imagination: Proceedings of the 11th Conference of the International Society for the Study of European Ideas (ISSEI), 28 July–2 August 2008 at the Language Centre, University of Helsinki, Finland",Helsinki,University of Helsinki Language Centre,,,,,,,9789521061189,,,,http://hdl.handle.net/10138/15209,,19th century|20th century,Philosophy,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Chapter,"Cancino, Alejandro P.",2014,"Los rastros de las misiones jesuitas en el noroeste de México, 1843","Correa Etchegaray, Leonor|Colombo, Emanuele|Wilde, Guillermo",Las misiones antes y después de la restauración de la Compañía de Jesús: Continuidades y cambios,Bogota; Mexico City,Pontificia Universidad Javeriana; Universidad Iberoamericana Ciudad de México,,,33–68,1,,,9786074172836|6074172838,,,http://worldcat.org/oclc/904756155,,,19th century,Foreign Missions -- History -- Regional,North America -- Mexico,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Cantens, Bernie",2012,Suárez's Cosmological Argument for the Existence of God,"Schwartz, Daniel",Interpreting Suárez: Critical Essays,"Cambridge, UK",Cambridge University Press,,,89–114,5,,,9781139018753|9780521509657|9781107651753,10.1017/CBO9781139018753.005,,,http://ebooks.cambridge.org/chapter.jsf?bid=CBO9781139018753&cid=CBO9781139018753A012,,16th century|17th century,Philosophy -- Cosmology,Europe -- Spain,"Suárez, Francisco, 1548–1617",,,,,,English,CULL|REVIEW
Book Chapter,"Cantillon, Alain",2008,Coupure de l'agir chrétien et lieu de l'énonciation,"Büttgen, Philippe|Jouhaud, Christian",Lire Michel de Certeau: La formalité des pratiques,Frankfurt am Main,Vittorio Klostermann,,,,,,,9783465040477|3465040473|3465040201|9783465040200,,,http://worldcat.org/oclc/244799170,,,20th century,Sociology -- Daily Life|Christian Life,,"Certeau, Michel de, 1925–1986",,,,,,French,CULL|REVIEW
Book Chapter,"Cantù, Francesca",2006,'Como ese nuevo mundo está tan lexos destas partes': Strategie e politiche di governo della Compagnia di Gesù nella provincia peruviana (1581–1607),"Broggio, Paolo","Strategie politiche e religiose nel mondo moderno: La Compagnia di Gesù ai tempi di Claudio Acquaviva, 1581–1615; Atti delle giornate di studi, Roma, École française de Rome, 28–29 ottobre 2002",Rome,Aracne,,,89–126,,,,8879997343|9788879997348,10.1400/89828,,http://worldcat.org/oclc/131094990,,,16th century|17th century,Foreign Missions -- History -- Regional|Government -- Provinces|Foreign Missions -- Politics,South America -- Peru,"Acquaviva, Claudio, 1543–1615",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Cantù, Francesca",2007,'Come ese nuovo mundo está tan lexos destas partes': Strategie e politche di governo della Compagnia di Gesù nella provincia peruviana (1581–1607),"Broggio, Paolo","I gesuiti ai tempi di Claudio Acquaviva: Strategie politiche, religiose e culturali tra Cinque e Seicento",Brescia,Morcelliana,,,119–156,,,,9788837221201|8837221207,,,http://worldcat.org/oclc/154199239,,,16th century|17th century,Foreign Missions -- Government|Foreign Missions -- History -- Regional,South America -- Peru|Europe -- Italy -- Rome,"Acquaviva, Claudio, 1543–1615",,,,,,Italian,CULL|REVIEW
Book Chapter,"Capecchi, Danilo",2012,The Jesuit School of the XVIII Century,,History of Virtual Work Laws: A History of Mechanics Prospective,Milan,Birkhäuser,,,"xii, 492",9,,,9788847020559|8847020557,10.1007/978-88-470-2001-6_9,,,http://www.springer.com/engineering/mechanical+engineering/book/978-88-470-2055-9,,18th century,Education -- Colleges -- Sciences,Europe -- Italy,"Riccati, Vincenzo, 1707–1775","This chapter is devoted to the principle of action by Vincenzo Riccati and Vincenzo Angiulli, whose VWL is similar to that of Bernoulli. In the first part the contribution of Angiulli and his demonstration of VWL is presented in the foundational route. This is perhaps the first convincing demonstration of a VWL. In the second part the contribution of Vincenzo Riccati is presented.",,,,,English,KEEP|REVIEW
Book Chapter,"Capoccia, Anna Rita",2007,Le destin des indipetae au-delà du XVI' siècle,"Fabre, Pierre-Antoine|Vincent, Bernard",Missions religieuses modernes: Notre lieu est le monde,Rome,École française de Rome,,,89–110,,,,9782728307654|2728307652,,,http://worldcat.org/oclc/145723200,,,16th century,Foreign Missions|Primary Sources -- Letters|Government -- Personnel,,,,,,,,French,CULL|REVIEW
Book Chapter,"Caponi, Francis J.",2007,Karl Rahner: Divinization in Roman Catholicism,"Christensen, Michael J.|Wittung, Jeffery A.",Partakers of the Divine Nature: The History and Development of Deification in the Christian Traditions,Madison,Fairleigh Dickinson University Press,,,,17,,,0838641113|9780838641118,,,http://worldcat.org/oclc/70054208,,,20th century,Theology -- Anthropology|Theology -- Christology,,"Rahner, Karl, 1904–1984",,"Proceedings of a conference held May 21–22, 2004 at Drew University.|Type of Work:  Conference publication",,,,English,KEEP|REVIEW
Book Chapter,"Cappiello, Annalisa|Lamanna, Marco",2014,Il principio dell'unicità del vero dalla bolla Apostolici regiminis (1513) alla Rivoluzione scientifica,"Lamanna, Marco|Forlivesi, Marco","Benet Perera (Pererius, 1535–1610): A Renaissance Jesuit at the Crossroads of Modernity / Benet Perera (Pererius, 1535–1610): Un gesuita rinascimentale al crocevia della modernità",Turnhout; Bari,Brepols; Pagina,,,,10,,,9782503550947|2503550940,,,http://worldcat.org/oclc/922694831,,,16th century,Philosophy -- Scholasticism|Theology -- Councils -- Lateran V|Theology -- Philosophy,,"Perera, Benet, 1535–1610",,,,,,Italian,CULL|REVIEW
Book Chapter,"Cardenal, Rodolfo",2012,Itinerario intelectual de Ignacio Ellacuría,,"Ignacio Ellacuría: Intelectual, filósofo y teólogo",Valencia,ADG-N,,,11–29,,,,9788493882860|8493882860,,,http://worldcat.org/oclc/813005647,,,20th century,Philosophy -- Biography,Europe -- Spain|North America -- El Salvador,"Ellacuría, Ignacio, 1930–1989",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Cárdenas Ayala, Elisa|Di Stefano, Roberto",2014,Los jesuitas en los orígenes de la 'patria',"Fabre, Pierre-Antoine|Cárdenas Ayala, Elisa|Borja Gómez, Jaime Humberto",La Compañía de Jesús en América Latina después de la restauración: Los símbolos restaurados,Bogota; Mexico City,Pontificia Universidad Javeriana; Universidad Iberoamericana Ciudad de México,,,,5,,,9786074172850|6074172854,,,http://worldcat.org/oclc/902864364,,,16th century|17th century,Foreign Missions -- History -- Regional|Foreign Missions -- Politics|Foreign Missions -- Political Thought,South America,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Cardoso, Isabel Maria Alçada",2010,A actualidade da experiência de Córdula,"Carvalho, Maria Manuela da Conceição Dias de|Cardoso, Isabel Maria Alçada","Amor, história, eternidade: Actas das Jornadas Balthasarianas, outubro de 2008 a 2009",Lisbon,Universidade Católica Editora,,,117–128,,,,9789725402573|972540257X,,,http://worldcat.org/oclc/651130183,,,20th century,Theology -- Biography|Theology -- History -- Local,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Carey, Hilary M.",2014,Secularism versus Christianity in Australian History,"Hartney, Christopher",Secularisation: New Historical Perspectives,Newcastle upon Tyne,Cambridge Scholars Publishing,,,8–33,,,,9781443856621|1443856622,,,http://worldcat.org/oclc/879399800,,,19th century|20th century,History -- Regional|History -- Religious History,Australia,,,,,,,English,CULL|REVIEW
Book Chapter,"Cariño, Micheline|Castorena, Lorella",2011,Las misiones jesuíticas de Baja California Sur (1697–1768): Cambio cultural/medioambiental,"Sorroche Cuerva, Miguel Angel|Castorena Davis, Lorella",El patrimonio cultural en las misiones de Baja California: Estado de la cuestión y perspectivas de futuro,Granada,Editorial Atrio,,,,,,,9788415275022|8415275021,,,http://www.worldcat.org/oclc/775355845,,,17th century|18th century,Foreign Missions -- Culture,North America -- Mexico,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Carioti, Patrizia",2013,The Zheng Regime versus the Manchu Empire. The Significance of Vittorio Ricci’s '(Hechos de) La Orden de Predicadores en el Imperio de China’ (1676),,Acta Pekinensia. Western Sources for the Kangxi Reign,Macau,Macau Ricci Institute,,,273–339,,,,9789993794769 |9993794767,,,,,,17th century|18th century,Foreign Missions,Asia -- China,"Stumpf, Kilian, 1655–1720",,,,,,English,CULL|REVIEW
Book Chapter,"Carls, Rainer",2006,Der mensch als Gottes Geschöpf im Denken des Ignatius von Loyola,"Gertler, Thomas|Kessler, Stephen C.|Lambert, Willi",Zur grösseren Ehre Gottes: Ignatius von Loyola neu entdeckt für die Theologie der Gegenwart,Freiburg im Breisgau,Herder,,,50–67,,,,9783451289446|345128944X,,,http://worldcat.org/oclc/76808973,,,16th century,Ignatius of Loyola -- Spirituality|Ignatius of Loyola -- Theology -- Anthropology,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,German,CULL|REVIEW
Book Chapter,"Carneiro, Carlos",2006,O milagre da bota de Pequim: Juventude na pista de Xavier,,"S. Francisco Xavier, 450 anos da sua morte, 1552–2002: V Semana de Estudos de Espiritualidade Inaciana",Braga,Apostolado da Oração,,,145–160,,,,9723906325|9789723906325,,,http://worldcat.org/oclc/214314103,,,16th century,Foreign Missions -- History -- Regional|Foreign MIssions -- Biography|Foreign Missions -- Evangelization -- Strategies,Asia -- China -- Beijing,"Francis Xavier, Saint, 1506–1552",,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Carneiro da Cunha, Manuela|Châtellier, Louis",2007,Conclusions,"Fabre, Pierre-Antoine|Vincent, Bernard",Missions religieuses modernes: Notre lieu est le monde,Rome,École française de Rome,,,381–391,,,,9782728307654|2728307652,,,http://worldcat.org/oclc/145723200,,,16th century|17th century|18th century,Foreign Missions -- Identity|Foreign Missions -- History,,,,,,,,French,CULL|REVIEW
Book Chapter,"Carrasco, Rafäel",2007,Le crime de frère Hernando: Un drama au collège de Granade en 1616,"Molinié-Bertrand, Annie|Merle, Alexandra|Guillaume-Alonso, Araceli",Les jésuites en Espagne et en Amérique: Jeux et enjeux du pouvoir (XVIe-XVIIIe siècles),Paris,Presses de l'Université Paris-Sorbonne,,,433–448,,,,9782840504894|2840504898,,,http://worldcat.org/oclc/85886140,,,17th century,Education -- Colleges -- History -- Local,Europe -- Spain -- Andalusia -- Granada,,,,,,,French,CULL|REVIEW
Book Chapter,"Carreño Velázquez, Elvia",2014,"Atanasio Kircher, el maestro de las cien artes",,Reino magnético de la naturaleza,"Puebla de Zaragoza, Mexico",,,,,2,,,,,,http://worldcat.org/oclc/902812093,,,17th century,Biography -- Intellectual,,"Kircher, Athanasius, 1602–1680",,,,,,Spanish,CULL|REVIEW
