Reference Type,Author,Year,Title,Place Published,University,Number of Pages,Thesis Type,ISBN,WorldCat URL,University URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Language,Editing Tags
Dissertation,"Mingarelli, Carolina",2006,"Representations of New Saints in Rome, 1622–1672: A Study of Churches and Chapels dedicated to SS. Isidoro il Contadino, Ignazio di Loyola, Francesco Saverio, Teresa d'Ávila and Filippo Neri",London,University of London,51,MA thesis,,http://worldcat.org/oclc/272622006,,,17th century,Arts -- Painting -- Iconography|Arts -- Architecture -- Churches|Arts -- Art History -- Local,Europe -- Italy -- Rome,"Ignatius, of Loyola, Saint, c.1491–1556",,|Academic Department:  Courtauld Institute of Art,,English,CULL|REVIEW
Dissertation,"Minutella, Alessandro Maria",2007,L'escatologia cristologico-trinitaria di Hans Urs von Balthasar,Rome,Pontificia Università Gregoriana,382,PhD diss.,,http://worldcat.org/oclc/699135223,,,20th century,Theology -- Eschatology|Theology -- Christology|Theology -- Trinity,Europe,"von Balthasar, Hans Urs, 1905–1988",,,,Italian,CULL|REVIEW
Dissertation,"Mironenko, Dmitry",2014,"A Jester with Chameleon Faces: Laughter and Comedy in North Korea, 1953–1969",Cambridge,Harvard University,,Dissertation,,https://www.worldcat.org/oclc/88219711,http://nrs.harvard.edu/urn-3:HUL.InstRepos:12274508,,20th century,Foreign Missions -- History -- Regional -- Social History|Foreign Missions -- Politics -- Communism,Asia -- North Korea,"Certeau, Michel de, 1925–1986","This dissertation is a study of ordinary North Korean people who have persevered in the face of tremendous social, political, and economic trials throughout their country's modern history and a tribute to their unflagging ingenuity and good humor that allowed them to hold onto their humanity. Focusing on the question of agency within the realm of everyday living, my inquiry examines the emergence of a laughing subject during the post-Korean War period and the state's efforts to discipline him through cinema in the succeeding decade. A product of the new Soviet-sponsored cultural policy of the 1950s that promoted social and political satire across the socialist world, the jester became an identity tactically adopted by various individuals, which was responsible for the proliferation of nonconformist practices in North Korea. Using Michel de Certeau's concept of the everyday as a sphere of creative inventiveness, this work describes and analyzes the small acts of ""comic disobedience"" by means of which the ordinary person has been able to outmaneuver the existing order and create a thriving underground culture of antidiscipline. Spanning a variety of media from print cartoons to live-action cinema to animation, the official response to the jester's challenge, on one hand, sought to create identifiable comic characters and, on the other, effectively demarcate between humor and satire with a view of turning a jarring cacophony of laughing voices into a harmonious chorus of collective mirth serving the state's needs. Based on Bakhtin's notion of heteroglossia, my method of analysis suggests that, despite the government's attempts to eliminate any ambiguity from newly constructed ideological texts, the ordinary individual always finds myriad ways to exercise autonomy through his unending playful subversion of official discourse. By tracing the evolution of this dynamic in the North Korean streets, movie theaters, and film studios over the course of nearly two decades, I argue that the production of formal film comedy was inextricably bound up with the state's desire to interpellate a politically loyal and socially conformist subject and should be seen as part of the larger everyday aesthetic of living that took root within the socialist world.",,,English,CULL|REVIEW
Dissertation,"Miros, David P.",2005,"Rudolph J. Meyer and Saint Louis University: A Study of the Society of Jesus’ Theological and Educational Enterprise at the Turn of the Century, 1885–1915",Saint Louis,Saint Louis University,,PhD diss.,,www.worldcat.org/oclc/63671294,,,19th century|20th century,Education -- Universities -- History -- Local|Education -- Theology,North America -- USA -- Missouri -- Saint Louis,"Meyer, Rudolph J., 1841–1912",,,,English,CULL|REVIEW
Dissertation,"Molina, J. Michelle",2004,"Visions of God, Visions of Empire: Jesuit Spirituality and Colonial Governmentality in New Spain, 1572–1767",Chicago,University of Chicago,,Ph.D. diss.,,,,,,Foreign Missions -- Spirituality|Foreign Missions -- History -- Regional|Foreign Missions -- Colonialism,North America -- Mexico,,,|Academic Department:  History,,English,KEEP|REVIEW
Dissertation,"Moore, Stacey Lorean",2009,"An Intellectual and Theological History of Jesuit Slaveholding, 1717–1838","Kalamazoo, MI",Western Michigan University,"ii, 218",MA thesis,,,http://scholarworks.wmich.edu/masters_theses/235,,18th century|19th century,Foreign Missions -- Slavery|Foreign Missions -- History -- Regional|Foreign Missions -- Politics,North America -- USA -- Maryland|North America -- USA -- Louisiana,,"The Jesuits of Maryland were slave owners for approximately two centuries. Throughout the colonial and republican periods of the United States, the Jesuits demonstrated unique reasons for becoming slaveholders. They ultimately decided to end slaveholding though a mass sale of 272 slaves in 1838. During the colonial period, Jesuits were anxious to demonstrate that their religious affiliation should not debar them from the full rights of English subjects. Possessing slaves became a means of exercising Catholic entitlement to own property. However, Jesuits proved ambivalent about their responsibilities as plantation managers and they had difficulty securing the prosperity of their estates. By the 1830's, concern developed about nativist opposition to Catholicism. Jesuits feared as slave owners, they had become fodder for anti-Catholicism. They also decided to reduce their presence in rural areas in order to urbanize their ministry to serve the growing number of immigrants in the large cities of the eastern United States. In 1838, the last Jesuit slaves were sold to Catholic planters in Louisiana.","|Academic Department:  History|Advisor:  Saillant, John D.",,English,KEEP|REVIEW
Dissertation,"Morad, Maria Guadalupe",2012,"Una historia 'muy necesaria e importantísima': La tarea historiográfica de Pedro de Leturia S.J. (1891–1955), desde los papeles del Archivo Histórico de la Pontificia Universidad Gregoriana",Rome,Pontifical Gregorian University,104,PhD diss.,,,,,20th century,Historiography |Primary Sources -- Libraries and Archives,Europe -- Italy -- Rome,"Leturia, Pedro, 1891–1955",,|Academic Department:  History,,Spanish,CULL|REVIEW
Dissertation,"Moraes, Caléu Nilson",2009,"O canibal partido ao meio: Perspectivas de sacrifício, canibalismo e antropofagia na literatura tupinológica","Florianópolis, Brazil",Universidade Federal de Santa Catarina,,MA thesis,,,https://repositorio.ufsc.br/bitstream/handle/123456789/92315/276257.pdf?sequence=1,,16th century|17th century|18th century|19th century|20th century|21st century,Foreign Missions -- Anthropology -- Cannibalism|Foreign Missions -- Martyrdom,South America -- Brazil,,"Este trabalho é um estudo acerca das sucessivas dicotomizações que a figura do canibal tupinambá tem sofrido ao longo de quinhentos anos de literatura tupinológica. Trata-se, é certo, duma pesquisa bibliográfica, duma releitura das fontes acerca dos Tupinambá, povo indígena que habitou a costa brasileira no século XVI, e constatar as tensões, de Hans Staden a Viveiros de Castro, entre as mais diversas e, não raro, coliden-tes, interpretações da prática canibalesca indígena. Tem-se o propósito de mostrar, ao longo deste trabalho, de que maneira a declarada guerra verbal, manifesta numa acerbada polêmica religiosa, entre o franciscano André Thevet e o protestante Jean de Léry, marcaram profundamente, até os tempos da etnologia ameríndia do último século, as partições ao meio do canibal tupinambá. De um lado, o do cosmógrafo, surgiu uma corrente interpretativa baseada na utilização da metáfora católica do canibalismo, que vai culminar, depois de seguir pelos jesuítas, no ro-mantismo de José de Alencar e nas visões psicanalíticas de Estevão Pinto. Por outro lado, seguindo pela influência do pastor calvinista, descobrir-se-á outra corrente, marcadamente anticatólica, calcada na interpretação do canibalismo tupinambá pela vingança, que vai culmi-nar, decididamente, na antropologia política de Hélène Clastres e na crítica de Viveiros de Castro ao conceito de religião. Apesar, distante de postular qualquer unidade no interior destas correntes, ressaltar-se-á figuras de transição, como Florestan Fernandes que vindica o culto an-cestral (uma razão religiosa, decerto) como explicação para o canibalis-mo tupinambá, articulando o primeiro com o que chama vindita, que não é mais que a famosa justificativa da antropofagia pela vingança. A cha-ve para que o sucesso da pesquisa, crê-se, fica no conceito de sacrifício que, mostrar-se-á, transforma-se de metáfora em categoria explicativa do canibalismo tupinambá. Contudo, com o passar dos anos, surgiram outras vias interpretativas da antropofagia indígena, duas precisamente: uma ecológica, representada por Marvin Harris, e outra negacionista, famosa, sobretudo, pelos trabalhos de William Arens. A primeira surge dum resgate dos trabalhos de Evans-Pritchard acerca do canibalismo zande; a segunda, por seu turno, num contexto de crítica e reforma de certa antropologia colonialista.||This work is a study on the successive dichotomization of the Tupinamba cannibal in five hundred years of Tupinologic literature. This is, of course, a bibliographical search, a rereading of the sources about the Tupinamba, indigenous people who inhabited the Brazilian coast in the sixteenth century, to find the tensions, of Hans Staden to Viveiros de Castro, among the most diverse and conflicting interpretations of indi-genous cannibalistic practice. It is the intention to show, throughout this work, how the verbal war declared, express in religious controversy, between the Franciscan Andre Thevet and the Protestant Jean de Lery, deeply marked, until the time of the last century Amerindian ethnology, the partitions in the middle of the Tupinamba cannibal. On one hand, of the cosmography, appears a stream of interpretation based on the use of the Catholic metaphor of cannibalism, followed by the Jesuits, which will lead in the Jose de Alencar's romanticism and Estevao Pinto's psychoanalytic views. Moreover, following the influence of Calvinist pas-tor, will find another stream, markedly anti-catholic, based on interpre-tation of cannibalism of the Tupinamba for revenge, which will lead in the political anthropology of Helene Clastres and the critical of religion of Viveiros de Castro. Although, far from postulating any unit in these streams, will be show a transitional figure like Florestan Fernandes, who vindicate the ancestral cult (a religious reason, certainly) as an explana-tion of tupinamba cannibalism, articulating it with he calls vindita, which is nothing more than then the famous reasons of revenge by anth-ropophagy. The key to the successes of this research, it is believed, is the concept of sacrifice that becomes the metaphor in explanatory cate-gory. However, over the years, there were others ways of interpreting indigenous anthropophagy: ecological, represented for Marvin Harris, and another denial, famous, represented especially for the works of William Arens. The first appears of the redemption of the Evans-Pritchard's works about zande cannibalism; the second, in a context of criticism and reform of the colonial anthropology.","|Academic Department:  Social Anthropology|Advisor:  Sáez, Oscar Calavia",,Portuguese,CULL|REVIEW
Dissertation,"Moretta, Dario",2010,Pratiche di visualizzazione nel 'Mundus subterraneus' di Athanasius Kircher,Pisa,Pisa University,,PhD diss.,,,http://etd.adm.unipi.it/theses/available/etd-03292010-122346/,,,History of Books|Arts -- Images|Philosophy -- Natural Philosophy,,"Kircher, Athanasius, 1602–1680","Il lavoro intende analizzare le modalità attraverso cui le immagini – e gli oggetti visibili a cui esse si riferiscono – vengono proposte, disposte e argomentate nel Mundus subterraneus (1664–65) di Athanasius Kircher. Muovendosi in territori naturalmente occlusi agli occhi – e in bilico tra meteorologia, alchimia, teorie dell’armonia e metodo sperimentale – il gesuita esprime attraverso le immagini un repertorio di modalità del vedere rappresentativo di alcuni significativi rapporti tra osservazione, produzione di immagini, e filosofia naturale nel XVII secolo. Quel repertorio viene qui discusso a partire dalla contestualizzazione e dall’analisi di alcuni casi particolari.","|Academic Department:  History of Science|Advisor:  Tosi, Alessandro",,Italian,CULL|REVIEW
Dissertation,"Morrison, Karen R.",2010,"Karl Rahner's Grundaxiom, Background for Development, Meaning, and Subsquent Reactions","Mobile, AL",Spring Hill College,120,MA thesis,,http://worldcat.org/oclc/712735315,,,,Theology -- Scripture -- Hermeneutics|Theology -- Fundamental,,"Rahner, Karl, 1904–1984",,"|Academic Department:  Scriptural Theology|Advisor:  Gilmore, George|Dodsworth, Chris",,English,KEEP|REVIEW
Dissertation,"Morrissey, Robert Michael",2006,"Bottomlands and Borderlands: Empires and Identities in the Illinois Country, 1673–1785","New Haven, CT",Yale University,429,PhD diss.,,http://worldcat.org/oclc/238572819,,,17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Politics,North America -- USA -- Illinois,,"This dissertation explores imperial policy and the creation of community at the far reaches of colonial American empires in the seventeenth and eighteenth centuries. Engaging debates about Indian-White relations, borderlands, colonial identities, and the nature of empires in early America, it draws on published and archival materials from French, British, Spanish and American sources. The Creole villages of Illinois Country, from their beginnings as illegal fur trade outposts, became thriving agricultural villages with a population of 1500 by the 1750s. Yet these remote colonies had contentious relations with colonial governments that tried to control the early Mississippi Valley. At the center of this dissertation are questions about community and identity on the frontier of empires. From the start, settlers went to Illinois for reasons that clashed with the agenda of the French authorities, threatening to become autonomous and separate from the imperial system. Jesuits created a mission where they spoke Illinois languages and refused to frenchify their Indian charges. Robert La Salle made in Illinois the first piece of an ""imaginary kingdom""---a new fur trade empire which promised to compete with the interests of New France. Meanwhile, fur traders went to pursue their own interests outside the restrictive regulations of New France, engaging in illegal trade, marrying Indian women, and eventually farming. By the time Louisiana authorities began to exercise authority over Illinois, immigration reshaped the colony, but the local community in Illinois preserved a reputation for autonomy and even independence. Approaching this frontier community, imperialists worried about the loyalty of the people who lived there, as colonists actively protected local interests and patterns. The result was a distinctive empire by collaboration in Illinois Country. Attempting to reconstruct the community and convert its inhabitants into loyal subjects at the end of the French regime, British and Spanish administrators arriving in Illinois in the 1760s attempted new policies of bordering and control on the Mississippi River. Meanwhile, the Creole colonists strategically negotiated the new imperial requirements as they attempted to preserve local patterns intact.",|Academic Department:  History,,English,KEEP|REVIEW
Dissertation,"Mudd, Joseph C.",2010,Eucharist and Critical Metaphysics: A Response to Louis-Marie Chauvet's Symbol and Sacrament Drawing on the Works of Bernard Lonergan,"Chestnut Hill, MA",Boston College,347,PhD diss.,,,http://hdl.handle.net/2345/1743,,,Theology -- Sacraments -- Eucharist|Theology -- Metaphysics,,"Lonergan, Bernard J. F., 1904–1984","This dissertation offers a critical response to the fundamental sacramental theology of Louis-Marie Chauvet drawing on the works of Bernard Lonergan. Chauvet has articulated a significant critique of the western theological tradition's use of metaphysics, especially in interpreting doctrines relating to the presence of Christ in the Eucharist, liturgical sacrifice, and sacramental causality. Chauvet's criticisms raise questions about what philosophical tools allow theologians to develop a fruitful analogical understanding of the mysteries communicated in the sacraments. This dissertation responds to Chauvet's challenge to theology to adopt a new foundation in the symbolic by turning to the derived, critical metaphysics of Bernard Lonergan. The dissertation argues that Lonergan's critical metaphysics can help theologians to develop fruitful understandings of doctrines relating to Eucharistic presence, liturgical sacrifice, and sacramental causality. In addition Lonergan's categories of meaning offer resources for interpreting sacramental doctrines on the level of the time, while maintaining the genuine achievements of the past.|Chapter one presents a survey of some recent Catholic Eucharistic theologies in order to provide a context for our investigation. Here we identify existentialist-phenomenological, postmodern, and neo-traditionalist approaches to Eucharistic doctrines. Chapters two, three, and four present a dialectical comparison of Chauvet and Lonergan on metaphysics as it pertains to Eucharistic theology specifically. Chapter two examines Chauvet's postmodern critique of metaphysical foundations of scholastic Eucharistic theology. Our particular concern will be with Chauvet's methods, especially whether his appropriation of the Heideggerian critique of scholastic theology offers an accurate account of Thomas Aquinas, and whether it offers a fruitful way forward in Eucharistic theology. Chapter three explores Lonergan's foundations for metaphysics in cognitional theory and epistemology. Lonergan's critical groundwork in cognitional theory attends to the problems of bias and the polymorphism of human consciousness that lead to a heuristic metaphysics rather than a tidy conceptual system. Chapter four explicates Lonergan's heuristic metaphysics and articulates the elements of metaphysics that enable an understanding of the general category of causality in critical realist metaphysics. Chapter five explores Lonergan's foundations for theological reflection paying particular attention to the importance of intellectual conversion before going on to survey Lonergan's categories of meaning. Chapter six engages the task of systematic theology and proposes an understanding of Eucharistic doctrines grounded in Lonergan's critical realist philosophy and transposed into categories of meaning.","|Academic Department:  Theology|Advisor:  Lawrence, Frederick G.",,English,CULL|REVIEW
Dissertation,"Munteanu, Daniel",2009,"Was ist der Mensch? Grundzüge und gesellschaftliche Relevanz einer ökumenischen Anthropologie anhand der Theologien von K. Rahner, W. Pannenberg und J. Zizioulas",Bamberg,Otto Friedrich University of Bamberg,"xii, 573",PhD diss.,,http://worldcat.org/oclc/802561863,,,20th century,Theology -- Anthropology|Theology -- Ecumenism,,"Rahner, Karl, 1904–1984",,|Academic Department:  Theology,,German,CULL|REVIEW
Dissertation,"Murdoch, Jessica",2008,Foundations of Christian Faith? Karl Rahner's 'Transcendental Hermeneutics' and the Postmodern Critique,New York,Fordham University,419,PhD diss.,,,http://search.proquest.com/docview/304644066|http://fordham.bepress.com/dissertations/AAI331429/,,20th century,Theology -- Hermeneutics|Philosophy -- Postmodernism,Europe,"Rahner, Karl, 1904–1984","The dissertation underscores the critical importance of a continued appeal to the fundamental theology of Karl Rahner in a postmodern context. Specifically, it offers a defense of Rahner's fundamental theology in light of the critique leveled by Francis Schüssler Fiorenza. Fiorenza, who roots his own fundamental theology in a self-consciously nonfoundationalist stance, argues that Rahner's method fails to be appropriately hermeneutical. The dissertation demonstrates that precisely because Rahner always begins with historical experience, his fundamental theology is hermeneutical: it is a ""transcendental hermeneutics"" Rahner's epistemologically nonfoundationalist ""transcendental hermeneutics"" both grounds the normative claims of Christian faith and meets the exigencies of postmodernity as exemplified by Fiorenza.","|Academic Department:  Theology|Advisor:  Johnson, Elizabeth A.",,English,KEEP|REVIEW
Dissertation,"Murphy, John Paul",2006,Converting Christianity: Guarani Sculpture from the Jesuit Province of Paraguay,Eugene,University of Oregon,95,BA thesis,,http://worldcat.org/oclc/191731478,,,,Foreign Missions -- Indigenous People|Foreign Missions -- Arts -- Sculpture|Foreign Missions -- Anthropology|Foreign Missions -- Inculturation,South America -- Paraguay,,,,,English,KEEP|REVIEW
Dissertation,"Murphy, Thomas M.",2007,A Pedagogy of Love: Ignatian Spirituality and Two Jesuit Secondary Schools,New York,General Theological Seminary,53,MDiv thesis,,http://worldcat.org/oclc/181644538,,,21st century,Ignatius of Loyola -- Spirituality|Education -- High Schools -- Pedagogy|Education -- High Schools -- Identity,North America -- USA,"Ignatius, of Loyola, Saint, c.1491–1556","Over the past three decades there has been renewed and widespread interest in the spirituality of Ignatius of Loyola (1491–1556). Spiritual seekers have turned to his masterpiece The Spiritual Exercises to reflect on how they have encountered God in their own experience and especially to practice discernment. At the same time the religious order founded by Ignatius, the Society of Jesus, has been faced with a numerical decline and a desire to share their spiritual heritage with the larger “Ignatian Family.""|These dynamics have been powerfully expressed in Jesuit secondary schools. Beginning in the 1970s, the Jesuits began to reflect on how their schools could better embody Ignatian Spirituality as well as the mission of the Society to “heal souls” and to strive for justice. During this period Jesuit schools have developed principles, organizations and documents designed to deepen the schools from simply outstanding academic institutions into places that form “men and women for and with others.”|Does Ignatian Spirituality make any difference in the day to day work of Jesuit schools? After examining the main principles of Ignatian Spirituality and Jesuit pedagogy, this paper will investigate two Jesuit secondary schools to determine if these lofty principles truly shape the lives and work of administrators, students and faculty. This paper will consider the implications of this experience for the Episcopal Church that also is in a period of dramatic change and decline. Finally, there will be a reflection on how Ignatian Spirituality might shape my work as an Episcopal priest.",,,English,KEEP|REVIEW
Dissertation,"Musillo, Marco",2006,Bridging Europe and China: The Professional Life of Giuseppe Castiglione (1688–1766),"Norwich, UK",Univeresity of East Anglia,,PhD diss.,,,http://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.432448,,18th century,Foreign Missions -- Biography|Foreign Missions -- Politics|Foreign Missions -- Arts -- Art History,Asia -- China|Europe -- Italy,"Castiglione, Giuseppe, 1688–1766",,,,English,CULL|REVIEW
Dissertation,"Mussi, Jennifer Marie",2008,Does mission matter? Exploring the relationship between the mission of Jesuit higher education and new student affairs professionals,New York,Fordham University,272,PhD diss.,9780549600107,,http://fordham.bepress.com/dissertations/AAI3312058/,,21st century,Education -- Higher Education -- Students -- Services|Education -- Higher Education -- Personnel -- Identity,North America -- USA,,"This study examined the relationship new professionals working in student affairs have with the Jesuit, Catholic mission of the college or university where they are employed. The researcher interviewed 28 new professionals with zero to four years of experience at five American Jesuit universities with a wide geographic diversity. In addition, the researcher visited each campus, conducted a though document analysis of materials related to mission and participated in campus tours. ^ The data revealed several prominent themes including a through exploration of the ways in which new professionals are learning about Jesuit, Catholic mission and limitations in subjects' understanding of mission beyond what is included in university mission statements. During the course of the interviews, 82% of the subjects said that the Jesuit mission of the university mattered to them. However when asked whether they supported the Jesuit, Catholic mission, many of the subjects revealed there are challenged by aspects of the Catholic identity. More than half of the subjects have prior experience as a student in Jesuit education and this cohort within the study demonstrated a stronger foundational knowledge of Jesuit mission that their peers who are new to Jesuit education. The Jesuit-educated subjects demonstrated loyalty to working in student affairs at Jesuit colleges and universities and many cite their experiences as an undergraduate student piqued their interest in their career in student affairs. The researcher offers a number of recommendations for administrators in positions of leadership at Jesuit colleges and universities to consider for implementation to better educate new professionals in Jesuit, Catholic mission. ^","|Academic Department:  Education|Advisor:  Cattaro, Gerald",,English,KEEP|REVIEW
Dissertation,"Nam, Tien M.",2007,Ignatian Spiritual Direction in the Vietnamese Context,"Berkeley, CA",Jesuit School of Theology at Berkeley,"ii, 94",STL thesis,,http://worldcat.org/oclc/228113168,,,21st century,Foreign Missions -- Spiritual Exercises -- Direction,Asia -- Vietnam,,,,,English,CULL|REVIEW
Dissertation,"Napoli, Diana",2012,Les fragiles frontières de l'historiographie: Une réflexion à partir de Michel de Certeau,,EHESS Paris,,PhD diss.,,,http://www.theses.fr/2012EHES0016,,20th century,Historiography -- Theory,,"Certeau, Michel de, 1925–1986","Cette thèse a pour but d’interroger l’historiographie contemporaine ; d’enquêter sur elle à partir de sa légitimation sociale et de son statut disciplinaire, suite à la diffusion de pratiques et d’éléments s’étant avérés susceptibles de mettre en doute sa fonction traditionnelle, à savoir signifier le passé, le représenter, lui donner un lieu hors du présent, le déplacer du présent sans pour cela le perdre. À ce propos, nous avons choisi de prendre en considération une partie de l’œuvre de Michel de Certeau. Cet historien jésuite, sans avoir directement interrogé les nœuds constituant la trame de notre présent historiographique, a questionné de manière radicale la pratique historiographique, poussant à la limite ses faiblesses et sa fragilité, de sorte que son œuvre ouvre un espace inédit où la réflexion historiographique s’exerce à parcourir les impasses et les contradictions du présent. Notre réflexion a croisé aussi l’historien allemand Reinhart Koselleck (qui, de sa part, a essayé de reconstruire les modalités possibles de construction de l’expérience historique) pour s’achever enfin sur la figure littéraire de Jacques Austerlitz, le protagoniste du roman homonyme de l’écrivain allemand W. G. Sebald. Suivre la marche de ce professeur constitue un moyen pour interroger de manière « oblique » l’historiographie contemporaine ; Austerlitz devient, dans le cadre de notre démarche, une image d’historien. Il s’agit d’une image d’historien vaincu, la seule image, pourtant, capable de redonner sens à la pratique historiographique, le vaincu étant une catégorie essentielle de la possibilité de l’expérience historique et de son écriture.||The aim of this thesis is to call into question contemporary historiography; to inquire on it starting from its social legitimation and its essence as a discipline, now that some practices and elements have been capable of putting its traditional function in doubt. With traditional function I mean the ability to give meaning to the past, to represent it, giving it a place outside the present, putting it out of the present without loosing it. In this regard, I have taken in consideration a part of Michel de Certeau’s work. This Jesuit historian has not reflected in a direct way on the framework of present historiography, but has radically confronted its practice, pushing its weaknesses and frailties to the limit. His work throws new light on the discipline opening a field of research in which historiographical thought tries to inhabit the impasses and the contradictions of the present. I have discussed some essays of the German historian Reinhart Koselleck (who has tried to analyse the structure and the ways of construction of historical experience) finishing my analysis of the literary figure of Austerlitz, main figure of W. G. Sebald’s homonymic novel. Following the trail of this professor we try once again to call into question present historiography in an oblique way. Austerlitz becomes in our research, a figure of the historian. It is the figure of a defeated historian, but it is the only one still capable of giving meaning to the practice of historiography. The defeated is the essential and inescapable category of the possibility of experiencing and writing history.",|Advisor:  François Hartog,,French,CULL|REVIEW
Dissertation,"Nguyen, Hai Tính",2009,"The Salvific Significance of the Cross of Jesus Christ: According to M. Flick, Z. Alszeghy, M. Bordoni and J. Moingt",Rome,Pontificia Università Gregoriana,268,PhD diss.,,http://worldcat.org/oclc/695703616,,,20th century,Theology -- Soteriology|Theology -- Christology,,"Moingt, Joseph, 1915–",,,,English,CULL|REVIEW
Dissertation,"Nguyen, Stephen Kha Manh",2007,Catholic Responses to the Liberal Pluralist Position Karl Rahner's and Jacques Dupuis's Theology of Religions Situated within the Church's Teachings about Christian Relations with Other Religions,Chicago,Catholic Theological Union,"ix, 218",MA thesis,,http://worldcat.org/occl/696495546,,,20th century,Theology -- Religious Pluralism|Theology -- Method|Theology -- Movements -- Liberal Theology,,"Dupuis, Jacques, 1923–2004|Rahner, Karl, 1904–1984",,,,English,KEEP|REVIEW
Dissertation,"Nguyễn, Tấn Hùng",2011,Le Viêt Nam du XVIIe siècle: Un tableau socioculturel,Paris,École Pratique des Hautes Études,245,PhD diss.,9782846541015|2846541019,http://www.worldcat.org/oclc/801062273,,,17th century,Foreign Missions -- Primary Sources -- Reports,Asia -- Vietnam,"Rhodes, Alexandre de, 1591–1660","Le Mémoire est construit principalement à partir des mots et des expressions viêtnamiens du Dictionarium Annamiticum Lusitanum et Latinum, qu'Alexandre de Rhodes publia à Rome en 1651, après six séjours au Viêt Nam entre 1624 et 1645. Ce dictionnaire trilingue viêtnamien-portugais-latin constitue la synthèse des traductions que des missionnaires jésuites et des catéchistes viêtnamiens avaient réalisées au début du XVIIè siècle.",,,French,CULL|REVIEW
Dissertation,"Nguyen, Thanh Sang Paul",2014,La résistance politique chez le Père Gaston Fessard comme résistance spirituelle,,Institut catholique de Paris,,PhD diss.,,,,,,Theology -- Moral|Spirituality -- Spiritual Exercises -- Discernment,,"Fessard, Gaston, 1897–1978","Cette recherche a pour but de comprendre la résistance politique, intellectuelle et spirituelle au nazisme du Père Gaston Fessard dans le contexte de l'occupation allemande. A nom de la foi chrétienne, cette resistance s'oppose non seulement au nazisme mais surtout à une entreprise directement anti-humaniste, anti-chrétienne, anti-évangélique. Refusant les jugements réducteurs et politisés des évènements du monde émanant d'une lecture idéologique limitée aux seules réalités apparentes, ce jésuite se plonge dans le discernement socio-politique, en débattant de la question de l'autorité du nazisme et du gouvernement de Vichy avec l'écrivain Alphonse de Châteaubriant et le cardinal Alfred Baudrillart (France, prends garde de perdre ton âme, 1941), et le Père Maurice Lesaunier (Mémoire au cardinal Suhard, 1942). Son discernement socio-politique se base sur les fondements philosophico-théologiques de l'Autorité, du Bien commun (Autorité et Bien commun, 1941) et de la vision chrétienne du monde (Pax nostra. Examen de conscience international, 1936). Enfin, ces fondements philosophico-théologiques ne s'éclairent que dans la clef de voûte de la spiritualité ignatienne qui est la décision de la liberté humaine face à la Liberté divine dans une rencontre amoureuse: l'Election (La dialectique des Exercices spirituels de Saint Ignace de Loyola, 1931). Ce noyau qui unit sa manière d'agir, de penser et d'être en tant qu'homme chrétien et clerc, permet de comprendre son attitude politique, comprise simplement comme ""celle qui réunit l'actuel et l'éternel"" dans le hic et nunc de l'histoire.||Within the context of the German occupation, this research aims to understand Fr. Gaston Fessard's political, intellectual and spiritual resistance to Nazism. In the name of the Christian Faith, this resistance opposes not only Nazism but moreover an entreprise that is fundamentally anti-humanist, anti-christian and anti-gospel. Avoiding simplistic and politicised judgements emanating from a limited, ideological reading of apparent realities, this Jesuit pursues a socio-political discernment in addressing the question of Nazi authority and of the Vichy Government together with the writer Alphonse de Châteaubriant, Cardinal Alfred Baudrillart (France, prends garde de perdre ton âme, 1941), and Fr. Maurice Lesaunier (Mémoire au cardinal Suhard, 1942). His socio-political discernment is based on the philosophical-theological foundations of Authority, the Common Good (Autorité et Bien commun, 1941) and the Christian vision of the world (Pax nostra. Examen de conscience international, 1936). Finally, these philosophical-theological foundations are only clear in the light of that key aspect of Ignatian spirituality in which human freedom faces Divine Freedom in a loving encounter: l'Election (La dialectique des Exercices spirituels de saint Ignace de Loyola, 1931). This kernel, which combines his way of acting, thinking and being as a man, a christian and a priest, helps our understanding of this political attitude, which may be expressed simply as ""that which re-unites the actual and the eternal"" in the here and now of history.","|Advisor:  Médevielle, Geneviève",,French,CULL|REVIEW
