Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Bühlmann, Daniel M.",2010,Weisheit in Hans Urs von Balthasar,Munich,GRIN,,,102,,,,9783640571000|3640571002,,,http://worldcat.org/oclc/72448124,http://www.grin.com/de/e-book/146305/weisheit-in-hans-urs-von-balthasar,,20th century,Theology -- Christian Life,,"von Balthasar, Hans Urs, 1905–1988",,,,,,German,CULL|URL|REVIEW
Book,"Bühlmann, Daniel M.",2010,Die Bedeutung der Glaubenserfahrung in Hans Urs von Balthasar,Munich,GRIN,,,32,,,,9783640584321|3640584325,,,http://worldcat.org/oclc/72447389,http://www.grin.com/de/e-book/147617/die-bedeutung-der-glaubenserfahrung-in-hans-urs-von-balthasar,,20th century,Theology -- Fundamental,,"von Balthasar, Hans Urs, 1905–1988",,,,,,German,CULL|URL|REVIEW
Book,"Bühlmann, Daniel M.",2010,Die ästhetische Dimension in Hans Urs von Balthasar,Munich,GRIN,,,28,,,,9783640585175|3640585178,,,http://worldcat.org/oclc/72447375,http://www.grin.com/de/e-book/147618/die-aesthetische-dimension-in-hans-urs-von-balthasar,,20th century,Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,German,CULL|URL|REVIEW
Book,"Bulcão, Clóvis",2008,Padre Antônio Vieira: Um esboço biográfico,Rio de Janeiro,José Olympio,,,291,,,,9788503010009|8503010003,,,http://worldcat.org/oclc/310097363,,,17th century,Foreign Missions -- Biography,South America -- Brazil,"Vieira, António, 1608-1697",,,,,,Portuguese,CULL|REVIEW
Book,"Bunnell, Paul J.",2007,French and Native North American Metis Sources,"Milford, NH",P. J. Bunnell,,,117,,,,9781597124188|1597124184,,,http://worldcat.org/oclc/779529396,,,16th century|17th century|18th century|19th century,Foreign Missions -- Primary Sources|Foreign Missions -- Native Americans|Foreign Missions -- History -- Regional,North America,,,,,,,English,KEEP|REVIEW
Book,"Buonanno, Roberto",2010,La fine dei cieli di cristallo: L'astronomia al bivio del '600,Milan,Springer,,,"ix, 223",,,,9788847014985|8847014980,,,http://worldcat.org/oclc/663094034,,,17th century,Cultural Activities -- Scientific Revolution|Sciences -- Astronomy,Europe,"Kircher, Athanasius, 1602–1680",,,,,,Italian,CULL|REVIEW
Book,"Buonanno, Roberto",2014,The Stars of Galileo Galilei and the Universal Knowledge of Athanasius Kircher,Cham,Springer,,,"xiii, 178",,,"Buonanno, Roberto|Giobbi, Giuliana",9783319003009|3319003003|3319002996|9783319002996|1306700736|9781306700733,10.1007/978-3-319-00300-9,,,https://link.springer.com/book/10.1007%2F978-3-319-00300-9,,17th century,Sciences -- Astronomy|Controversies -- Galileo Galilei|Culture -- History,Europe -- Italy,"Kircher, Athanasius, 1602–1680","In this fascinating book, the author traces the careers, ideas, discoveries, and inventions of two renowned scientists, Athanasius Kircher and Galileo Galilei, one a Jesuit, the other a sincere man of faith whose relations with the Jesuits deteriorated badly. The Author documents Kircher's often intuitive work in many areas, including translating the hieroglyphs, developing sundials, and inventing the magic lantern, and explains how Kircher was a forerunner of Darwin in suggesting that animal species evolve. Galileo's work on scales, telescopes, and sun spots is mapped and discussed, and care is taken to place his discoveries within their cultural environment. While Galileo is without doubt the ""winner"" in the comparison with Kircher, the latter achieved extraordinary insights by unconventional means. For all Galileo's fine work, the author believes that scientists do need to regain the power of dreaming, vindicating Kirchner's view.",,,,,English,KEEP|REVIEW
Book,"Burckhalter, David L.",2013,Baja California Missions: In the Footsteps of the Padres,,,,,,,,,9780816521197 0816521190,,,http://www.worldcat.org/oclc/812614665,,,16th century|17th century|18th century,Foreign MIssions|Arts -- Architecture,North America -- USA|North America -- Mexico,,"Bathed in desert light and shadow, rising up from the earth in improbable, faraway places, stand eight original Spanish missions on Mexico’s Baja California peninsula. Built of stone by Roman Catholic priests and indigenous laborers in the eighteenth century, these stunning missions dominate the landscape around them. Baja California Missions: In the Footsteps of the Padres is a beautiful and informative book about the eight monumental Spanish colonial churches, buildings seldom seen by those familiar with the missions of California, Arizona, and Sonora, Mexico.",,,,,English,CULL|REVIEW
Book,"Burg, Peter",2011,Saar-Franzose: Peter/Pierre Lorson SJ,Trier,Paulinus,,,294,,,,9783790202304|3790202304,,,http://www.worldcat.org/oclc/759490870,,,20th century,Biography,Europe -- Germany,"Lorson, Pierre, 1897–1954",,,,,,German,CULL|REVIEW
Book,"Burghardt, Walter J.",2009,Short Sermons for Preachers on the Run,"Maryknoll, NY",Orbis,,,127,,,,9781570758485|1570758484,,,http://worldcat.org/oclc/310959731,,,21st century,Homiletics|Writings -- Homilies,,,,,,,,English,CULL|REVIEW
Book,"Burke, Damien",2014,Irish Jesuit Chaplains in the First World War,Dublin,Messenger Publications,,,120,,,,9781910248058,,,www.worldcat.org/oclc/893922838,,,20th century,Ministries -- Chaplains -- Biography,Europe -- Ireland,,,,,,,English,KEEP|REVIEW
Book,"Burke, Kevin F.",2000,The Ground Beneath the Cross: The Theology of Ignacio Ellacuría,"Washington, DC",Georgetown University Press,,,"xviii, 244",,,,0878407618|9780878407613|1589010213|9781589010215,,,http://worldcat.org/oclc/41886000,,,20th century,Martyrdom|Theology -- Christology|Ethics -- Justice,North America -- El Salvador,"Ellacuría, Ignacio, 1930–1989","A comprehensive analysis of the thought of Ignacio Ellacuria, the Jesuit philosopher-theologian martyred for his work on behalf of Latin America's oppressed people. It shows why Ellacuria is significant not only as a martyr but also as a theologian. It argues that Ellacuria makes a distinctive contribution to contemporary Catholic theology.",,,,,English,KEEP|REVIEW
Book,"Burrieza Sánchez, Javier",2007,Jesuitas en Indias: Entre la utopía y el conflicto; Trabajos y misiones de la Compañía de Jesús en la América moderna,Valladolid,Universidad de Valladolid,,,592,,,,8484484335|9788484484332,,,,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional,North America|South America,,,,,,,Spanish,CULL|REVIEW
Book,"Burrieza Sánchez, Javier",2007,"Valladolid, tierras y caminos de Jesuitas: Presencia de la Compañía de Jesús en la provincia de Valladolid, 1545–1767",Valladolid,Diputación Provincial de Valladolid,,,327,,,,9788478522514|8478522514,,,http://worldcat.org/oclc/191689171,,,16th century|17th century|18th century,History -- Local|Government -- Provinces,Europe -- Spain -- Valladolid,,,,,,,Spanish,CULL|REVIEW
Book,"Burson, Jeffrey D.",2010,The Rise and Fall of Theological Enlightenment: Jean-Martin de Prades and Ideological Polarization in Eighteenth-Century France,"Notre Dame, IN",University of Notre Dame Press,,,"xxiv, 494",,,,9780268022204|0268022208,,,http://worldcat.org/oclc/471810808,,,18th century,Theology -- History|Controversies -- Enlightenment,Europe -- France,,"In The Rise and Fall of Theological Enlightenment, Jeffrey D. Burson analyzes the history of the French Enlightenment and its relationship to the French Revolution by casting it as a diverse constellation of Theological Enlightenment discourses, compromised between about 1730 and 1762 by high-stakes cultural and political controversies involving the royal court, the government, and the Catholic Church.|Burson places the Abbe Jean-Martin de Prades at the center of the storm. In 1749, Prades was working on his doctorate in theology at the University of Paris. An ambitious young theologian, Prades, like his teachers at the Sorbonne and like many lay and clerical apologists in mid-eighteenth-century France, had been deeply inspired by the spirit of the Enlightenment. Burson reinterprets the Jesuit Enlightenment and its influence on French society, arguing that Jesuits had pioneered ways of synthesizing Locke, Malebranche, and Newton in light of the expansion of the public sphere. Hoping to defend Catholic theology against the Radical Enlightenment by adapting these Jesuit Enlightenment discourses with natural history and Enlightenment theological debates, Prades inadvertently sparked a public scandal that galvanized members of the royal court and the Parlement of Paris, Jansenists, Jesuits, and philosophes, alike--all of whom refashioned the person and work of Prades to suit their own ends. Ultimately, the controversy polarized the cultural politics of pre-Revolutionary France into two camps, that of a self-consciously secular Enlightenment and that of a staunchly opposed Counter-Enlightenment.|Prades's history provides Burson with a lens through which to reevaluate the intersections of theology and Enlightenment philosophy, of French politics and the French Catholic church, and of conservatives, moderates, and radicals on all sides in order to provide us with a newly-capacious Enlightenment historiography.","Ph.D. diss., ""Theological Enlightenment and the Scandal of Abbe Jean-Martin de Prades, 1724–1782, ""Washington, D.C., George Washington University, 2006.",,,,English,KEEP|REVIEW
Book,"Bychkov, Oleg V.",2010,Aesthetic Revelation: Reading Ancient and Medieval Texts after Hans Urs von Balthasar,"Washington, DC",Catholic University of America Press,,,"xvii, 349",,,,9780813217314|0813217318,,,http://worldcat.org/oclc/495273604,,,20th century,Theology -- Sources|Theology -- Aesthetics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book,"Byrnes, Timothy A.",2011,Reverse Mission: Transnational Religious Communities and the Making of US Foreign Policy,"Washington, D.C.",Georgetown University Press,,,196,,,,9781589017757 |9781589017689|1589017757|1589017684,,,,http://muse.jhu.edu/books/9781589017894,,20th century,Politics,North America,,,,,,,English,CULL|REVIEW
Book,"Cabarrús, Carlos Rafael|Vitón, José Ignacio",2006,El magis ignaciano,Guatemala,Universidad Rafael Landívar,,,52,,2nd,,,,,http://worldcat.org/oclc/759966447,,,16th century|17th century|18th century|19th century|20th century|21st century,Ignatius of Loyola -- Spirituality,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,Spanish,CULL|REVIEW
Book,"Cabillau, Jean-François",2010,"Si, si! Le monde va bien! Teilhard avait raison: Réflexions d'un simple terrien",Brussels,J.-F. Cabillau,,,146,,,,9782805200663|2805200667,,,http://worldcat.org/oclc/762614537,,,20th century,Philosophy,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,French,CULL|REVIEW
Book,"Cacho Nazábal, Ignacio",2014,"Íñigo de Loyola, líder y maestro",Bilbao,Mensajero,,,370,,,,9788427136007,,,www.worldcat.org/oclc/884705859,,,16th century,Ignatius of Loyola -- Spirituality|Ignatius of Loyola -- Biography,Europe,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,Spanish,CULL|REVIEW
Book,"Caldeira, Jorge",2006,O banqueiro do sertão,São Paulo,Mameluco,,2,,,,,8560432000|9788560432011|9788560432028|9788560432004|8560432019|8560432027,,,http://worldcat.org/oclc/85845441,,,16th century|17th century,Foreign Missions -- Economy -- Trade|Foreign Missions -- Economy -- Banking|Biography,South America -- Brazil -- São Paulo,"Almeida, Guilherme Pompeu de, 1656–1713","Em 'O Banqueiro do sertão', Jorge Caldeira, autor de 'Mauá', empresário do império, desenha - ao longo de dois volumes - Mulheres no caminho da prata (V.1) e 'Padre Guilherme Pompeu de Almeida' (V.2) , em ritmo de romance, uma biografia em meio a uma extraordinária história da formação de São Paulo. Nessa saga brasileira, que tem como cenário o sertão da América e como protagonista o padre Guilherme Pompeu de Almeida, não faltam elementos novos para concorrer com a trama. A prata, a cobiça, os arranjos matrimoniais entre espanhóis e guaranis, portugueses e tupis, a mistura definitiva de povos tão diferentes, as disputas entre a colônia e a metrópole, a intervenção dos jesuítas e a noção, avant la lettre, de liberdade individual, tudo isso forma o pano de fundo que permite contar essa história que começa no Paraguai, floresce em uma montanha de prata no reino do Peru e, ao se espraiar, evolui rumo ao Atlântico e à vila de São Paulo. Nesse ambiente, o filho de um rico industrial de ferro, que almejava um posto na Companhia de Jesus, apaixona-se por uma índia, com quem tem uma filha, e, em vez de jesuíta, torna-se padre secular e negociante de sucesso. Depois de anos fornecendo ferro a seus parentes indianizados, passa a emprestar dinheiro aos descobridores do ouro e se transforma em grande banqueiro. Ao redor de seu palácio, seu altar peruano, sua riqueza e seu fausto, fez-se o mito do sertão. Tomando como ponto de partida a descoberta de metais preciosos na América e a decorrente possibilidade de ascensão social na Europa - em contraste com a rigidez das castas na vida medieval -, Caldeira tece uma narrativa de muitas vozes e variados vieses. Aos testemunhos de viajantes unem-se análises de cunho antropológico, novos tratamentos dos dados de economia e negócio e a apresentação do pensamento político e filosófico da época.",,,,,Portuguese,CULL|REVIEW
Book,"Caldwell, Philip",2014,Liturgy as Revelation: Re-sourcing a Theme in Catholic Theology,Minneapolis,Fortress Press,,,"xvii, 566",,,,1451480385|9781451480382,,,,,,20th century|21st century,Theology -- Liturgy|Theology -- Sacraments,,"Latourelle, René, 1918–|Dulles, Avery, 1918–2008|Martelet, Gustave, 1916–2014","Examining the specific contributions of René Latourelle, Avery Dulles, Salvatore Marsilli, and Gustave Martelet against a background of pre-conciliar ressourcement theology, this volume provides a comprehensive account of why a Trinitarian and Christological construal of liturgy and sacraments as revelation is key to the vision that informed Vatican II, and it offers constructive theological and ecclesial possibilities for the future.--Back cover.",,,,,English,CULL|REVIEW
Book,"Callewier, Hendrik",2006,"Inventaris van het archief van de Nederduitse provincie der jezuïeten (provincia Belgica, vervolgens provincia Flandro-Belgica) en van het archief van het professenhuis te Antwerpen (1388) 1564–1773",Brussels,Algemeen Rijksarchief,,,598,,,,,,,www.worldcat.org/oclc/150415902,,,16th century|17th century|18th century,History -- Regional|Historiography|Archives and Libraries -- Patrimony|Government -- Provinces,Europe -- Belgium|Europe -- Netherlands,,,,,,,Dutch,CULL|REVIEW
Book,"Calpotura, Venancio",2007,"The Collected Writings of Venancio Calpotura, SJ","Quezon City, Philippines",Jesuit Communications Foundation,,2,,"Calpotura, Virginia",,,9789710305537|9710305530|9789710305544|9710305549,,,http://worldcat.org/oclc/226213952,,,20th century,Foreign Missions -- Writings,Asia -- Philippines,"Calpotura, Venancio, 1945–2005",,"V. 1. Formative spirituality;|v. 2. Ignatian spirituality|In English, and some articles in Tagalog.",,,,English,CULL|REVIEW
Book,"Calvez, Jean-Yves",2009,"Traversées jésuites: Mémoires de France, de Rome, du monde, 1958–1988",Paris,Cerf,,,140,,,,9782204088305|2204088307,,,http://worldcat.org/oclc/310898015,,,20th century,Biography|Writings -- Autobiographies,Europe -- France|Europe -- Italy -- Rome,"Calvez, Jean-Yves, 1927–2010",,,,,,French,CULL|REVIEW
Book,"Cambra, Manuel",2014,Caminando sobre la historia...: Crónica del Jueves Santo,Panama,Editorial de Antigua,,,45,,,,9789962605249|9962605245,,,http://worldcat.org/oclc/934145801,,,17th century|18th century|19th century|20th century|21st century,Architecture -- Churches|History -- Local,North America -- Panama -- Panama City,,,,,,,Spanish,CULL|REVIEW
Book,"Camilleri, Charles",2008,Missa mundi: For Organ,"Kent, UK; London; Bury St. Edmunds, UK",Fairfield Music; Novello; Music Sales,,,,,,,,,,http://worldcat.org/oclc/316801798,,,20th century,Arts -- Music,,"Teilhard de Chardin, Pierre, 1881–1955",,Missa mundi does not belong to either of the two musical genres which its title might bring to mind. ...it is not composed for performance during the celebration of the mass itself. Its title alludes to The Mass on the World which Teilhard de Chardin wrote on the feast of the Transfiguration in 1923 ... as a substitute for the Mass ... But Missa Mundi is not ... a musical illustration of Teilhard's text. It is rather a re-creation in sound of his vision of the 'divine radiating from the depths of matter ablaze'--Preface.|68 p. of music.|Type of Work:  Music,,,,English,CULL|REVIEW
Book,"Campa Mendoza, Víctor",2014,"Los jesuitas: Misión, educación y ciencia; La Compañía de Jesús en Durango",Durango,Instituto Tecnológico de Durango,,,346,,,,9786070072949|6070072944,,,http://worldcat.org/oclc/878045045,,,16th century|17th century|18th century|19th century|20th century|21st century,History -- Regional|Sciences|Education,North America -- Mexico -- Durango -- Durango City,,,,,,,Spanish,CULL|REVIEW
Book,"Campana, Andrea",2012,"Shakespeare and the Jesuits: ""To Fight the Fight","Campbell, CA",FastPencil,,,"xxviii, 364",,,,9781607469902|1607469901,,,http://www.worldcat.org/oclc/841397449,,,16th century|17th century,Controversies -- Literature,Europe -- UK,"Ignatius, of Loyola, Saint, c.1491–1556|Floyd, John, 1572–1649|Campion, Edmund, Saint, 1540–1581",,,,,,English,KEEP|REVIEW
Book,"Campbell, Antony F.",2014,Opening the Bible: Selected Writings of Antony Campbell S.J.,Hindmarsh,ATF Theology,,,"xxxviii, 532",,,,9781922239815|192223981X|9781922239808|1922239801,,,http://worldcat.org/oclc/890197585,,,20th century|21st century,Writings -- Editions|Theology -- Scripture -- Exegesis,Australia,,,,,,,English,CULL|REVIEW
Book,"Campbell, Gerard J.",2008,"Rev. Gerard J. Campbell, S.J.","Washington, DC",Georgetown University Jesuit Community,,,31,,,,,,,http://worldcat.org/oclc/436170703,,,20th century|21st century,Biography|Education -- Universities -- Presidents,North America -- USA -- District of Columbia -- Washington,"Campbell, Gerard J., 1919–2012",,Autobiographical reflections,,,,English,CULL|REVIEW
Book,"Campbell, Thomas J.",2014,"The Jesuits, 1534–1921: A History of the Society of Jesus from Its Foundation to the Present Time",Auckland,The Floating Press,,,868,,,,9781776530991|1776530993,,,,,,16th century|17th century|18th century|19th century|20th century,History -- General,,,"The largest religious order in the Catholic Church, the Jesuits have played a major role in the religion since the order's founding in 1540. In this comprehensive history from Thomas J. Campbell, the contribution of the Jesuits—particularly in the realms of scholarly pursuits, theology, and evangelism—are laid out in a compelling, highly detailed narrative.",|Original Publication:  1971,,,,English,KEEP|REVIEW
Book,"Campbell-Johnston, Michael",2010,Just Faith: A Jesuit Striving for Social Justice,Oxford,Way,,,"x, 108","McCarthy, Stephen",,,9780904717365,,,http://worldcat.org/oclc/694106972,,,20th century|21st century,Identity -- Social Justice|Christian Life,,,,,,,,English,KEEP|REVIEW
Book,"Campeau, Lucien",2013,The Jesuit Huron Mission: Latin Letters; 1626–1650,Halifax,William Lonc,,,350,,,"Lonc, William",978-0-9867719-8-9,,,,,,17th century,Foreign Missions,North America -- Canada,,"This volume contains translations of all the letters in Latin that pertain to the Jesuit mission to the Hurons, as found in Lucien Campeau's Monumenta Novae Franciae.","[Lucien Campeau]|Campeau, Lucien",,,,English,KEEP|REVIEW
Book,"Camus, Yves",2007,Jesuits' Journeys in Chinese Studies,"Renmin University of China, Beijing",Macau Ricci Institute,,,22,,,,,,,http://worldcat.org/oclc/244584719,,,16th century|17th century,Foreign Missions -- Travel|Sinology,Asia -- China,"Ricci, Matteo, 1552–1610|Ruggieri, Michele, 1543–1607",,"For the 'World Conference on Sinology 2007,' Renmin University of China, Beijing, 2007.03.26–28.|Type of Work:  Conference publication",,,,English,KEEP|REVIEW
Book,"Canfora, Luciano",2009,Liberté et inquisition: Une aventure éditoriale au temps de la contre-réforme,Paris,Desjonquères,,,172,,,"Pierluca, Emma",9782843211218|2843211212,,,http://worldcat.org/oclc/690742737,,,16th century|17th century,History of Books|Controversies -- Inquisition|Counter-Reformation,Europe,,,"Original publication: Convertire Casaubon. Milan, Adelphi, 2002.",,,,French,CULL|REVIEW
Book,"Canting Placa, Luis Owen",2009,Omega o un futuro incierto?,"San Juan, PR",Aventis,,,239,,,,0982101937|9780982101933,,,http://worldcat.org/oclc/838502952,,,20th century,Philosophy -- Evolutionism,,"Teilhard de Chardin, Pierre, 1881–1955",,"Originally presented as M.A. thesis, University of Puerto Rico, 2007 under the title: Una comparación de los sistemas evolutivos de Henri Bergson y Pierre Teilhard de Chardin.",,,,Spanish,CULL|REVIEW
Book,"Caravias, José Luis",2014,Dios en mi vida: Sesenta años de jesuita,Asunción,Centro de Estudios Paraguayos Antonio Guasch,,,179,,,,,,,http://worldcat.org/oclc/921307549,,,20th century|21st century,Spirituality|Biography|Writings -- Autobiographies,South America -- Paraguay,,,,,,,Spanish,CULL|REVIEW
Book,"Carayon, Auguste",2009,Bibliographie historique de la Compagnie de Jésus,"Mansfield Center, CT",Martino,,,612,,,,9781578988143|1578988144,,,http://worldcat.org/oclc/435918015,,,16th century|17th century|18th century|19th century,Historiography -- Sources -- Bibliographies,,"Carayon, Auguste, 1813–1874",,"|Original Publication:  Paris, A. Durand, 1864.",,,,French,CULL|REVIEW
Book,"Carbonell de Masy, Rafael|Levinton, Norberto",2010,Un pueblo llamado Jesús,"Asunción, Paraguay",Fundación Paracuaria Missionsprokur SJ,,,97,,,,9789995322519|999532251X,,,http://worldcat.org/oclc/639571778,,,16th century|17th century|18th century|19th century|20th century,History -- Regional,South America -- Paraguay,,,,,,,Spanish,CULL|REVIEW
Book,"Cardenal, Fernando",2008,Sacerdote en la revolución: Memorias,"Managua, Nicaragua",Anamá,,2,273,,,,9789992475119|9992475110,,,http://worldcat.org/oclc/290419300,,,20th century,Biography|Writings -- Memoirs|Foreign Missions -- History -- Regional|Foreign Missions -- Sandinism,North America -- Nicaragua,"Cardenal, Fernando, 1934–2016",Memoirs of the Jesuit priest's (Ernesto Cardenal's brother) participation in the Frente Sandinista de Liberación Nacional. He was the national coordinator of the literacy campaign during the revolution years,,,,,Spanish,CULL|REVIEW
Book,"Cardenal, Fernando",2009,"Junto a mi pueblo, con su revolución: Memorias",Madrid,Trotta,,,454,,,,9788498790306|8498790301,,,http://worldcat.org/oclc/318664498,,,20th century|21st century,History -- Regional|Biography|Ministries -- Social Justice,North America -- Nicaragua,"Cardenal, Fernando, 1934–2016",,,,,,Spanish,CULL|REVIEW
Book,"Cardenal, Rodolfo",2015,Rutilio Grande: Mártir de la evangelización rural en El Salvador,San Salvador,UCA Editores,,,127,,4th,,,,,http://worldcat.org/oclc/948729062,,,20th century,Martyrdom -- Biography|Foreign Missions -- Rural Missions -- Evangelization,North America -- El Salvador,"Grande, Rutilio, 1928–1977",,,,,,Spanish,CULL|REVIEW
Book,"Cardim, Fernão",2014,Tratados da terra e gente do Brasil,Bahia,P55 Edição,,,478,,,,9788583250050|8583250057,,,http://worldcat.org/oclc/932255922,,,16th century,Foreign Missions -- Indigenous Culture|Foreign Missions -- Ethnography|Foreign Missions -- Writings|Foreign Missions -- Natural History,South America -- Brazil,,,New edition.,,,,Portuguese,CULL|REVIEW
Book,"Cardim, Pedro|Sabatini, Gaetano",2011,"António Vieira, Roma e o universalismo das monarquias portuguesa e espanhola",Lisbon,Centro de História de Além-Mar,,,219,,,,9789898492050|9898492058,,,http://www.worldcat.org/oclc/798054253,,,17th century,Political Thought|Politics|Writers,Europe -- Portugal|Europe -- Spain|South America -- Brazil,"Vieira, António, 1608-1697",,"Resulta de um colóquio realizado em Roma, no final de 2008, por ocasião do quarto centenário do nascimento de António Vieira. ... No quadro das 'IV Jornadas Internacionales de Historia de las Monarquías Ibéricas' da Red Columnaria ... sobre o tema 'Antonio Vieira, Roma e l'universalismo delle monarchie Portoghese e Spagnola.",,,,Portuguese|Spanish|French|Italian,CULL|REVIEW
Book,"Cardoso, Armando",2014,Vida de São José de Anchieta: Um carismático que fez história,São Paolo,Edições Loyola,,,319,,,,9788515041268|851504126X,,,http://worldcat.org/oclc/934475093,,,16th century,Biography|Saints and Blessed|Foreign Missions -- History -- Regional,South America -- Brazil,"Anchieta, José de, 1534–1597",,,,,,Portuguese,CULL|REVIEW
Book,"Carelli, Roberto",2007,L'uomo e la donna nella teologia di Hans Urs von Balthasar,Pregassona,Eupress FTL,,,"xiii, 739",,,,8890099259|9788890099250,,,http://worldcat.org/oclc/138279759,,,20th century,Theology -- Gender Studies|Theology -- Women,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Italian,CULL|REVIEW
Book,"Carey, Patrick W.",2010,"Avery Cardinal Dulles, SJ: A Model Theologian, 1918–2008",New York,Paulist,,,"xxv, 710",,,,0809105713|9780809105717,,,http://worldcat.org/oclc/606405441,,,20th century|21st century,Theology -- Biography|Theology -- Moral,North America -- USA,"Dulles, Avery, 1918–2008","A religious and intellectual biography of the foremost American Catholic theologian of the post-Vatican II era, Cardinal Avery Dulles, SJ.",,,,,English,CULL|REVIEW
Book,"Carlin, Gianluca",2001,L'ecclesiologia di Carlo Passaglia (1812–1887): Mit einer deutschen Zusammenfassung,Münster,Lit,,,387,,,,3825855597|9783825855598,,,http://worldcat.org/oclc/237515702,,,19th century,Theology -- Ecclesiology,Europe -- Italy,"Passaglia, Carlo, 1812–1887",,"Originally presented as author's PhD diss., Freiburg im Breisgau Univ., 2000",,,,Italian,CULL|REVIEW
Book,"Carls, Rainer",2013,"Ignatius av Loyolas teologiska profil: Mellan riddarväsen, renässans och reformation",Skellefteå,Artos,,,658,,,,9789175805825|9175805820,,,,,,16th century,Ignatius of Loyola,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,Swedish,CULL|REVIEW
Book,"Carlsmith, Christopher",2010,"A Renaissance Education: Schooling in Bergamo and the Venetian Republic, 1500–1650",Toronto,University of Toronto Press,,,"xvii, 435",,,,9780802092540|0802092543,,,http://worldcat.org/oclc/427676484,,,16th century|17th century,Education -- Schools -- History -- Regional,Europe -- Italy -- Bergamo|Europe -- Italy -- Venice,,"The skills, ideas, and behaviours imparted through schooling provide insight into the collective outlook of a society in any age. Deeply rooted in archival sources, Christopher Carlsmith's A Renaissance Education uses a case study approach to examine educational practices in the north-eastern Italian city of Bergamo from 1500 to 1650. Carlsmith illustrates how education in this and other Venetian cities was affected by Renaissance humanism, Tridentine Catholicism, and Venetian domination, and how cooperation among various institutions resulted in a surprising array of options for schooling in these provincial cities. ""A Renaissance Education's close analysis of civic, ecclesiastical, confraternal, and family records not only paints a vivid portrait of how schooling functioned in one city but also explores this small city's dynamic interconnections with other locales and with larger regional processes.""--BOOK JACKET.",,,,,English,CULL|REVIEW
Book,"Carlucci, Gaetano",2010,Patrie e domestiche cose,Udine,Forum,,,149,,,,9788884206336|8884206332,,,http://worldcat.org/oclc/670470320,,,19th century,Biography,Europe -- Italy|South America -- Argentina -- Córdoba,"Carlucci, Gaetano, 1834–1900",,,,,,Italian,CULL|REVIEW
Book,"Carp, Eugène Antoine Désiré Émile",2008,"Teilhard, Jung en Sartre over evolutie",Houten,Het Spectrum,,,21,,,,9789031507276|903150727X,,,http://worldcat.org/oclc/778382151,,,20th century,Philosophy -- Evolutionism,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,Dutch,CULL|REVIEW
Book,"Carpenter, Anne M.",2015,Theo-poetics: Hans Urs von Balthasar and the Risk of Art and Being,"Notre Dame, IN",University of Notre Dame Press,,,"xv, 250",,,,9780268023782|0268023786,,,http://worldcat.org/oclc/908376374,,,20th century,Theology -- Aesthetics|Literature -- Poetry,,"von Balthasar, Hans Urs, 1905–1988|Hopkins, Gerard Manley, 1844–1889","Swiss theologian Hans Urs von Balthasar (1905–1988) originated much of twentieth- and twenty-first-century theology's renewed interest in aesthetics. Von Balthasar's theology is both poetic and philosophical, and while this combination is often recognized, it calls for an explanation. In Theo-Poetics: Hans Urs von Balthasar and the Risk of Art and Being, Anne M. Carpenter explores von Balthasar's use of poetry and poetic language, and she offers a detailed analysis of his philosophical presuppositions. Carpenter argues that von Balthasar uses poets and poetic language to make theological arguments because this poetic way of speaking expresses metaphysical truth without reducing one to the other. Carpenter begins with von Balthasar's very early interests in music, literature, and philosophy, in particular his work, Apocalypse of the German Soul. She explores Glory of the Lord and the trilogy, moving through his despair over the possibility of reconciling art and theology. She uncovers the major characteristics of von Balthasar's metaphysical thinking, discussing his interactions with Thomas Aquinas, Karl Barth, and Martin Heidegger to firmly link Christology, metaphysics, and the expressiveness of language. The book concludes by marshaling its themes into a focused evaluation of von Balthasar's redeemed"" theo-poetic as it comes to expression in the poetry of G. M. Hopkins. Carpenter resituates and reevaluates Hopkins's poetry in a new context, placing him in the school of Aquinas rather than Scotus, and shows us how metaphysics is necessary for a vigorous understanding of language. ""Anne M. Carpenter turns a lot of difficult and abstruse research about Hans Urs von Balthasar in the scholarly literature into a lively and readable book. The volume achieves the goal of explaining the poetic form of von Balthasar's writing, tracing it back to the centrality of the concept of expression in his philosophical theology. The special value of the book is that it explains new developments of von Balthasar and recent objections to von Balthasar in a way that makes them accessible, gathering a lot of diverse scholarship into a single quite short book.""--Francesca Murphy, University of Notre Dame""--",,,,,English,CULL|REVIEW
